case_id,candidate_count,selected_index,oracle_index,seed_count,any_seed_in_gt,union_gt_recall,max_candidate_recall,min_centroid_distance_radii,selected_dice,selected_precision,selected_recall,selected_boundary_f1_2px,selected_assd_px,selected_hd95_px,oracle_dice,oracle_precision,oracle_recall,oracle_boundary_f1_2px,oracle_assd_px,oracle_hd95_px,boundary_gradient_median,boundary_gradient_p25,weak_boundary_fraction,normal_gradient_abs_median,normal_gradient_sign_consistency,ring_intensity_distance_iqr,gt_compactness,selection_regret,failure_class
TCGA_DU_7019_19940908_15,472,116,154,20,1,0.9889742733043769,0.9889742733043769,0.16795079863098122,0.6632298554297882,0.49898819561551433,0.9886401603742064,0.4345403899721449,11.1753055681244,51.94354569948415,0.8897827835880934,0.8581626319056487,0.9238222519211493,0.5464130185652075,1.6660288466699997,10.177378084592174,0.03505299357981482,0.02188232483449432,0.18761726078799248,0.03292447669533137,0.9718574108818011,0.6056242561905301,0.5315612421387824,0.2265529281583052,S
TCGA_DU_7294_19890104_25,504,82,68,20,1,0.9696629213483146,0.9696629213483146,0.1384336090355764,0.5155688622754491,0.3514285714285714,0.9674157303370786,0.2943506969919296,11.574665120341706,42.381598534352115,0.8839336763865066,0.89988358556461,0.8685393258426967,0.8073270013568521,0.7267872536099438,3.1622776601683795,0.06379583699629733,0.04336210114253219,0.08116883116883117,0.058559807191436816,0.987012987012987,0.5848270796537081,0.48407504530708195,0.3683648141110575,S
TCGA_DU_7298_19910324_14,514,117,254,20,1,0.9990222439501344,0.9990222439501344,0.006644447232362663,0.9521404521404522,0.9370414201183432,0.9677340503544366,0.8615975712251934,0.3852291030103236,2.0,0.9524158125915081,0.9507917174177832,0.9540454656563188,0.8708202343526722,0.3992201294009692,2.0,0.058895200626857894,0.039636895423877494,0.06528189910979229,0.05220221236273711,0.9807121661721068,0.7232407074529426,0.460836012256972,0.0002753604510559171,C
TCGA_DU_7299_19910417_25,462,136,159,20,1,0.9990950226244344,0.9990950226244344,0.11132189709725697,0.2950688226647067,0.17309501411100658,0.9990950226244344,0.11421319796954313,28.947297018255927,90.36425844515972,0.8024401689347724,0.8333333333333334,0.7737556561085973,0.7571107064903927,0.777812855258683,4.47213595499958,0.015262074795467314,0.010081700806953094,0.5012285012285013,0.013512672784859674,0.9606879606879607,0.4385293455134933,0.34370039179385287,0.5073713462700657,S
TCGA_DU_7300_19910814_16,383,127,55,20,1,0.9854280510018215,0.9854280510018215,0.009609922904057388,0.899537825346631,0.9655352480417755,0.8419854280510018,0.7491299113494583,0.6208929328485185,3.1622776601683795,0.9116901083698409,0.9234002802428771,0.9002732240437158,0.7565622549245744,0.6721319607712469,3.605551275463989,0.015569173639125914,0.010309547023893076,0.25523012552301255,0.01395872359141119,0.9748953974895398,0.7878463066278827,0.4912985787378773,0.01215228302320992,C
TCGA_DU_7301_19911112_22,495,193,127,20,1,0.4232936756418284,0.4232936756418284,0.33206100853075027,0.3366235098064351,0.2850010853049707,0.4110832811521603,0.2341334532576311,12.237010029731449,49.419402476097694,0.45878136200716846,0.7023886378308586,0.3406386975579211,0.37010944096372583,2.39561099979176,11.69614068651382,0.032287468661592614,0.01627682787966704,0.228643216080402,0.028994714785127225,0.9246231155778895,0.8246860109568326,1.0342185509096564,0.12215785220073339,L
TCGA_DU_7302_19911203_24,431,80,78,20,1,0.9948622139187295,0.9948622139187295,0.0704519906944638,0.9063573883161512,0.8389662027833003,0.985520784680056,0.6389496717724289,1.9333828544117324,13.22704259680089,0.9241727941176471,0.9095431931252826,0.9392807099486221,0.8302724115884617,0.5256572789893098,3.0,0.031260129625133734,0.018291443021530004,0.1475,0.028699097109885795,0.9525,1.277606463583426,0.6862717958712409,0.017815405801495876,C
TCGA_DU_7304_19930325_24,478,122,121,20,1,0.9705008003658816,0.9705008003658816,0.2303615779753309,0.8687772681507999,0.8504161191414805,0.8879487765835811,0.6358595194085028,2.720885550398167,15.533827043213229,0.8747099767981439,0.8876854250058865,0.8621083924079579,0.6131095156902168,2.63035875270276,14.866068747318506,0.01900012909037071,0.0121288551244557,0.30045871559633025,0.017115941750126436,0.9908256880733946,0.8818725835695311,0.2917493400613187,0.005932708647343965,C
TCGA_DU_7306_19930512_22,484,263,108,20,1,0.7004830917874396,0.7004830917874396,0.41091724052593415,0.0,0.0,0.0,0.0,59.222172797149994,90.0,0.5221548078690936,0.5167394468704513,0.5276848755109624,0.3646715568125004,6.6020136751371545,31.943692640470363,0.03895575825491398,0.02115998776801354,0.15895953757225434,0.03669483840591442,0.9132947976878613,0.8302697542547002,1.0322060780571476,0.5221548078690936,B
TCGA_DU_7309_19960831_26,390,112,93,20,1,0.9664107485604606,0.9664107485604606,0.1524251420370219,0.2702630166398282,0.15709828393135725,0.9664107485604606,0.2809914356220061,42.34171897988434,103.04246683787134,0.9098631429919773,0.8950789229340761,0.9251439539347409,0.8082133181234851,0.7771899732567173,3.9605551275463897,0.0616245981452119,0.042486449813512475,0.032,0.05546972641558533,0.96,1.7084232319562977,0.8655005737427194,0.6396001263521491,S
TCGA_DU_8162_19961029_15,324,106,105,20,1,0.9632802937576499,0.9632802937576499,0.030368521085500096,0.9392298435619735,0.9236686390532545,0.9553243574051408,0.8431673794793008,0.5073116716230643,2.23606797749979,0.943104514533086,0.953125,0.9332925336597307,0.8943582253058244,0.43599392186174846,2.0826237921249184,0.025546449990062774,0.015999666564214532,0.2514792899408284,0.02348051457312044,0.9497041420118343,0.563631423356389,0.7104999856005461,0.0038746709711124927,C
TCGA_DU_8163_19961119_16,483,62,201,20,1,0.9571750563486101,0.9571750563486101,0.08683507710566234,0.0,0.0,0.0,0.0,77.85586327610505,103.4059655165445,0.8614958448753463,0.7989723827874117,0.9346356123215628,0.6683511639159185,1.756713786142701,9.486832980505138,0.0501656874242416,0.030165846134979857,0.18604651162790697,0.044954003386217994,0.9883720930232558,0.7256618641749706,1.020864214337271,0.8614958448753463,S
TCGA_DU_8164_19970111_22,341,15,72,19,1,0.9244851258581236,0.9244851258581236,0.029238096280817617,0.9230158730158731,0.9619520264681555,0.8871090770404272,0.7726512543039843,0.5260460687170465,2.23606797749979,0.9264935064935065,0.9469073533315636,0.9069412662090007,0.7890701945856735,0.5894922500037761,2.8284271247461903,0.0267259146602156,0.018090056876485724,0.10456273764258556,0.0249101189896032,0.9790874524714829,1.2326802809140098,0.698506637264227,0.003477633477633413,C
TCGA_DU_8165_19970205_14,496,191,144,20,1,1.0,1.0,0.19967959835935561,0.5454545454545454,0.375,1.0,0.0,4.185170829278988,12.0,0.7451984635083226,0.5938775510204082,1.0,0.5298416565164433,1.7587800782781269,8.231467198674547,0.028669892879097783,0.01743633104133005,0.5,0.0253047266654963,0.8349514563106796,0.28533589635694084,0.7169520338741171,0.19974391805377723,S
TCGA_DU_8166_19970322_25,436,118,79,20,1,0.9905778894472361,0.9905778894472361,0.06263352918705802,0.6787904874636823,0.5162874447536422,0.9905778894472361,0.26279887987362677,5.272518103928678,31.78049716414141,0.8701398493929614,0.8519410171531748,0.8891331658291457,0.7605229591836735,0.7473462133312768,3.1622776601683795,0.01775083918690463,0.011093491256878306,0.47240618101545256,0.014983151850110371,0.9359823399558499,0.5950125277660473,0.1993548909643934,0.1913493619292791,S
TCGA_DU_8167_19970402_19,464,22,159,20,1,0.5582275060794379,0.5582275060794379,0.7699799648533526,0.10386288053210539,0.9759615384615384,0.0548500405295866,0.2662950921195232,24.964730206255837,66.80826583917259,0.39036372224846483,0.300116211504939,0.5582275060794379,0.18343001209338555,26.041991290320613,74.33034373659252,0.026736768667029728,0.01765887515477802,0.2637795275590551,0.023442192042771003,0.8090551181102362,0.4507399180304852,0.7323654831780042,0.2865008417163594,B
TCGA_DU_8168_19970503_20,395,52,52,20,1,0.9788349514563107,0.9788349514563107,0.11344124945045833,0.9292165898617512,0.8843859649122807,0.9788349514563107,0.6860714244795545,2.2102578807741833,14.907875655082107,0.9292165898617512,0.8843859649122807,0.9788349514563107,0.6860714244795545,2.2102578807741833,14.907875655082107,0.02810505657061539,0.018315059158515286,0.10207939508506617,0.026140389137943643,0.9735349716446124,1.32772878693579,0.9285584346869327,0.0,C
TCGA_DU_A5TP_19970614_27,504,36,94,20,1,0.9838175799926444,0.9838175799926444,0.024124640693466176,0.9397003745318352,0.957268218237314,0.9227657226921663,0.9044319017798084,0.4757473157483194,2.23606797749979,0.9401421623643846,0.9566044918157595,0.924236851783744,0.9064158343035725,0.4693969164229127,2.23606797749979,0.023815392915023884,0.016452907791037294,0.3416666666666667,0.02196445011496399,0.975,0.6282653411666845,0.38218769029919986,0.0004417878325494451,C
